query,group,time,value
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-15T16:00:00.000Z,383
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-16T08:00:00.000Z,230
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-16T16:00:00.000Z,71
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-19T08:00:00.000Z,257
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-19T16:00:00.000Z,45
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-20T08:00:00.000Z,242
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-20T16:00:00.000Z,60
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-21T08:00:00.000Z,260
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-21T16:00:00.000Z,344
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-22T08:00:00.000Z,188
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-22T16:00:00.000Z,1516
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-23T08:00:00.000Z,230
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-23T16:00:00.000Z,678
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-26T08:00:00.000Z,256
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-26T16:00:00.000Z,350
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-27T08:00:00.000Z,228
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-27T16:00:00.000Z,378
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-28T00:00:00.000Z,301
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-28T08:00:00.000Z,234
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-28T16:00:00.000Z,372
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-29T08:00:00.000Z,800
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-29T16:00:00.000Z,713
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-30T08:00:00.000Z,192
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-30T16:00:00.000Z,1017
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-05-31T00:00:00.000Z,303
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-02T08:00:00.000Z,542
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-02T16:00:00.000Z,64
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-03T08:00:00.000Z,259
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-03T16:00:00.000Z,44
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-04T08:00:00.000Z,243
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-04T16:00:00.000Z,60
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-05T08:00:00.000Z,210
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-05T16:00:00.000Z,1603
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-06T08:00:00.000Z,249
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-06T16:00:00.000Z,357
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-09T08:00:00.000Z,843
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-09T16:00:00.000Z,972
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-10T08:00:00.000Z,244
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-10T16:00:00.000Z,60
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-11T08:00:00.000Z,262
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-11T16:00:00.000Z,43
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-12T08:00:00.000Z,242
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-12T16:00:00.000Z,371
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-13T08:00:00.000Z,N/A
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-13T16:00:00.000Z,87
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-14T00:00:00.000Z,N/A
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-16T08:00:00.000Z,N/A
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-16T16:00:00.000Z,N/A
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-17T08:00:00.000Z,N/A
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-17T16:00:00.000Z,N/A
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-18T08:00:00.000Z,N/A
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-18T16:00:00.000Z,N/A
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-19T00:00:00.000Z,N/A
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-19T16:00:00.000Z,N/A
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-20T08:00:00.000Z,N/A
"count[test_level:test @test.service:qasabotium_stage @git.branch:main @env:*]",'@test.status:pass,2025-06-20T16:00:00.000Z,N/A
